"Dates","Close"
2019-02-06 09:57:00,43.95
2019-02-06 10:00:00,46.1
2019-02-06 10:02:00,47.65
2019-02-06 10:08:00,47.5
2019-02-06 10:10:00,50
2019-02-06 10:16:00,50.47
2019-02-06 10:17:00,49.88
2019-02-06 10:22:00,53.45
2019-02-06 10:27:00,52.26
2019-02-06 10:34:00,51.53
2019-02-06 10:35:00,51.1
2019-02-06 10:36:00,50.48
2019-02-06 11:01:00,50.83
2019-02-06 11:51:00,51.77
2019-02-06 11:57:00,52.48
2019-02-06 14:12:00,52.72
2019-02-06 14:14:00,52.53
2019-02-06 15:11:00,53.6
2019-02-06 15:41:00,51.5
2019-02-06 15:47:00,51.66
2019-02-06 15:50:00,50.95
