"Dates","Close"
2019-02-06 09:34:00,13.43
2019-02-06 09:37:00,13.2
2019-02-06 09:38:00,13.08
2019-02-06 09:39:00,13.07
2019-02-06 10:08:00,12.96
2019-02-06 10:26:00,12.67
2019-02-06 10:29:00,12.6
2019-02-06 11:46:00,13.04
2019-02-06 12:10:00,12.62
2019-02-06 12:42:00,13.02
2019-02-06 13:00:00,13.04
2019-02-06 13:49:00,13.15
2019-02-06 14:26:00,12.77
2019-02-06 14:31:00,12.76
2019-02-06 14:44:00,12.76
2019-02-06 14:50:00,12.78
2019-02-06 15:00:00,12.85
2019-02-06 15:24:00,13.01
2019-02-06 15:28:00,12.98
2019-02-06 15:56:00,12.99
