"Dates","Close"
2019-02-06 09:30:00,272.94
2019-02-06 09:31:00,273.05
2019-02-06 09:32:00,273.23
2019-02-06 09:33:00,273.27
2019-02-06 09:34:00,273.22
2019-02-06 09:35:00,273.16
2019-02-06 09:36:00,273.02
2019-02-06 09:37:00,272.98
2019-02-06 09:38:00,272.8
2019-02-06 09:39:00,272.68
2019-02-06 09:40:00,272.84
2019-02-06 09:41:00,272.75
2019-02-06 09:42:00,272.858
2019-02-06 09:43:00,272.821
2019-02-06 09:44:00,272.88
2019-02-06 09:45:00,272.91
2019-02-06 09:46:00,273
2019-02-06 09:47:00,273.04
2019-02-06 09:48:00,273.12
2019-02-06 09:49:00,273.04
2019-02-06 09:50:00,273.06
2019-02-06 09:51:00,273.05
2019-02-06 09:52:00,273.05
2019-02-06 09:53:00,273.07
2019-02-06 09:54:00,273.13
2019-02-06 09:55:00,272.99
2019-02-06 09:56:00,273.04
2019-02-06 09:57:00,272.93
2019-02-06 09:58:00,272.81
2019-02-06 09:59:00,272.78
2019-02-06 10:00:00,272.61
2019-02-06 10:01:00,272.53
2019-02-06 10:02:00,272.52
2019-02-06 10:03:00,272.535
2019-02-06 10:04:00,272.62
2019-02-06 10:05:00,272.7
2019-02-06 10:06:00,272.72
2019-02-06 10:07:00,272.7
2019-02-06 10:08:00,272.591
2019-02-06 10:09:00,272.46
2019-02-06 10:10:00,272.4
2019-02-06 10:11:00,272.3
2019-02-06 10:12:00,272.33
2019-02-06 10:13:00,272.25
2019-02-06 10:14:00,272.09
2019-02-06 10:15:00,272
2019-02-06 10:16:00,272.1
2019-02-06 10:17:00,272.205
2019-02-06 10:18:00,272.22
2019-02-06 10:19:00,272.2
2019-02-06 10:20:00,272.22
2019-02-06 10:21:00,272.04
2019-02-06 10:22:00,272.15
2019-02-06 10:23:00,272.2
2019-02-06 10:24:00,272.245
2019-02-06 10:25:00,272.38
2019-02-06 10:26:00,272.36
2019-02-06 10:27:00,272.34
2019-02-06 10:28:00,272.28
2019-02-06 10:29:00,272.28
2019-02-06 10:30:00,272.31
2019-02-06 10:31:00,272.411
2019-02-06 10:32:00,272.505
2019-02-06 10:33:00,272.552
2019-02-06 10:34:00,272.52
2019-02-06 10:35:00,272.59
2019-02-06 10:36:00,272.57
2019-02-06 10:37:00,272.59
2019-02-06 10:38:00,272.66
2019-02-06 10:39:00,272.66
2019-02-06 10:40:00,272.695
2019-02-06 10:41:00,272.65
2019-02-06 10:42:00,272.73
2019-02-06 10:43:00,272.75
2019-02-06 10:44:00,272.75
2019-02-06 10:45:00,272.89
2019-02-06 10:46:00,272.82
