"Dates","Close"
2019-02-06 09:30:00,0.15
2019-02-06 09:33:00,0.17
2019-02-06 09:36:00,0.16
2019-02-06 09:40:00,0.14
2019-02-06 09:42:00,0.14
2019-02-06 10:13:00,0.12
2019-02-06 10:19:00,0.11
2019-02-06 10:23:00,0.11
2019-02-06 10:24:00,0.11
2019-02-06 10:26:00,0.13
2019-02-06 10:30:00,0.12
2019-02-06 10:31:00,0.12
2019-02-06 10:32:00,0.12
2019-02-06 10:33:00,0.13
2019-02-06 10:34:00,0.13
2019-02-06 10:35:00,0.13
2019-02-06 10:42:00,0.13
2019-02-06 10:46:00,0.14
2019-02-06 10:52:00,0.14
2019-02-06 10:53:00,0.14
2019-02-06 10:55:00,0.15
2019-02-06 10:56:00,0.15
2019-02-06 11:03:00,0.14
2019-02-06 11:06:00,0.15
2019-02-06 11:07:00,0.15
2019-02-06 11:08:00,0.15
2019-02-06 11:09:00,0.15
2019-02-06 11:10:00,0.15
2019-02-06 11:21:00,0.14
2019-02-06 12:03:00,0.12
2019-02-06 12:36:00,0.13
2019-02-06 14:34:00,0.1
2019-02-06 14:38:00,0.1
2019-02-06 14:47:00,0.11
2019-02-06 14:57:00,0.1
2019-02-06 15:21:00,0.11
2019-02-06 15:35:00,0.11
2019-02-06 15:59:00,0.09
