"Dates","Close"
2019-02-06 09:48:00,38.16
2019-02-06 10:00:00,44.15
2019-02-06 10:01:00,46.15
2019-02-06 10:12:00,48.38
2019-02-06 10:19:00,49.33
2019-02-06 10:20:00,49.7
2019-02-06 11:03:00,48.85
2019-02-06 11:11:00,46.85
2019-02-06 11:26:00,50.99
2019-02-06 11:41:00,49.16
2019-02-06 11:46:00,49.5
2019-02-06 12:50:00,49.44
2019-02-06 14:11:00,50.5
2019-02-06 14:31:00,50
2019-02-06 14:34:00,50
2019-02-06 14:51:00,50.15
2019-02-06 14:52:00,50.3
2019-02-06 14:58:00,49.5
2019-02-06 15:36:00,50
2019-02-06 15:39:00,49.6
2019-02-06 15:47:00,49.39
2019-02-06 15:49:00,48.75
2019-02-06 15:50:00,48.77
