"Dates","Close"
2019-02-06 09:30:00,3.1
2019-02-06 09:41:00,3.12
2019-02-06 09:44:00,3.08
2019-02-06 09:45:00,3.1
2019-02-06 09:48:00,3.03
2019-02-06 09:52:00,3.04
2019-02-06 10:02:00,3.14
2019-02-06 10:04:00,3.11
2019-02-06 10:05:00,3.1
2019-02-06 10:15:00,3.29
2019-02-06 10:30:00,3.21
2019-02-06 10:33:00,3.15
2019-02-06 10:36:00,3.14
2019-02-06 10:39:00,3.08
2019-02-06 10:49:00,3.03
2019-02-06 10:50:00,3.03
2019-02-06 10:53:00,3
2019-02-06 11:03:00,3.01
2019-02-06 11:05:00,2.98
2019-02-06 11:11:00,2.98
2019-02-06 11:23:00,3
2019-02-06 11:26:00,3.16
2019-02-06 11:30:00,3.05
2019-02-06 11:32:00,3.03
2019-02-06 11:33:00,3.02
2019-02-06 11:36:00,3.09
2019-02-06 11:38:00,3.04
2019-02-06 11:40:00,3
2019-02-06 11:41:00,3.02
2019-02-06 11:44:00,3.01
2019-02-06 11:53:00,3.08
2019-02-06 12:00:00,3.09
2019-02-06 12:04:00,3.08
2019-02-06 12:06:00,3.09
2019-02-06 12:08:00,3.13
2019-02-06 12:13:00,3.13
2019-02-06 12:14:00,3.11
2019-02-06 12:20:00,3.12
2019-02-06 12:24:00,3.1
2019-02-06 12:28:00,3.08
2019-02-06 12:31:00,3.11
2019-02-06 12:36:00,3.07
2019-02-06 12:38:00,3.07
2019-02-06 12:45:00,3.05
2019-02-06 12:46:00,3.07
2019-02-06 12:54:00,3.1
2019-02-06 13:03:00,3.06
2019-02-06 13:05:00,3.05
2019-02-06 13:13:00,3.04
2019-02-06 13:18:00,3
2019-02-06 13:25:00,3.04
2019-02-06 13:35:00,3.01
2019-02-06 13:40:00,3.02
2019-02-06 13:43:00,3.02
2019-02-06 13:46:00,3.02
2019-02-06 13:53:00,3.05
2019-02-06 14:00:00,3.08
2019-02-06 14:05:00,3.13
2019-02-06 14:07:00,3.14
2019-02-06 14:15:00,3.18
2019-02-06 14:16:00,3.17
2019-02-06 14:17:00,3.17
2019-02-06 14:20:00,3.17
2019-02-06 14:30:00,3.12
2019-02-06 14:35:00,3.17
2019-02-06 14:44:00,3.15
2019-02-06 14:47:00,3.15
2019-02-06 14:49:00,3.16
2019-02-06 14:57:00,3.16
2019-02-06 15:03:00,3.14
2019-02-06 15:04:00,3.15
2019-02-06 15:09:00,3.13
2019-02-06 15:11:00,3.13
2019-02-06 15:17:00,3.13
2019-02-06 15:28:00,3.1
2019-02-06 15:36:00,3.16
2019-02-06 15:39:00,3.12
2019-02-06 15:42:00,3.12
2019-02-06 15:48:00,3.1
2019-02-06 15:49:00,3.1
2019-02-06 15:56:00,3.12
2019-02-06 15:57:00,3.11
2019-02-06 15:59:00,3.12
